gene_callers_id	source	accession	function	e_value
29	COG24_CATEGORY	D!!!M	Cell cycle control, cell division, chromosome partitioning!!!Cell wall/membrane/envelope biogenesis	0
29	KOfam	K02545	penicillin-binding protein 2 prime [EC:3.4.16.4]	0
29	KEGG_Module	M00625	Methicillin resistance	0.0
29	KEGG_Class	M00625	Signature modules; Gene set; Drug resistance	0.0
29	KEGG_BRITE	ko00001!!!ko01000!!!ko01011!!!ko01504	KEGG Orthology (KO)>>>09100 Metabolism>>>09107 Glycan biosynthesis and metabolism>>>00550 Peptidoglycan biosynthesis [PATH:ko00550]!!!Enzymes>>>3. Hydrolases>>>3.4  Acting on peptide bonds (peptidases)>>>3.4.16  Serine-type carboxypeptidases>>>3.4.16.4  serine-type D-Ala-D-Ala carboxypeptidase!!!Peptidoglycan biosynthesis and degradation proteins>>>Peptidoglycan biosynthesis and degradation>>>DD-Transpeptidase (Class B PBP)!!!Antimicrobial resistance genes>>>Gene sets>>>beta-Lactam resistance modules>>>Methicillin resistance [MD:M00625]	0.0
29	Pfam	PF05223.18	NTF2-like N-terminal transpeptidase domain	9e-11
29	Pfam	PF03717.21	Penicillin-binding Protein dimerisation domain	1.9e-32
29	Pfam	PF00905.28	Penicillin binding protein transpeptidase domain	1.9e-70
30	prodigal	WP_001549960.1	beta-lactam sensor/signal transducer MecR1	0
30	GENBANK_LOCUS_TAG	SAUSA300_RS00170	SAUSA300_RS00170	0
30	COG24_FUNCTION	COG2602!!!COG4219	Beta-lactamase class D (YbxI) (PDB:5CTN)!!!Signal transducer regulating beta-lactamase production, contains metallopeptidase domain (MecR1)	1.84e-219
30	COG24_CATEGORY	V!!!T	Defense mechanisms!!!Signal transduction mechanisms	0
30	KOfam	K02172	bla regulator protein blaR1	1.2e-46
30	KEGG_Module	M00627	beta-Lactam resistance, Bla system	0.0
30	KEGG_Class	M00627	Signature modules; Gene set; Drug resistance	0.0
30	KEGG_BRITE	ko01002!!!ko01504	Peptidases and inhibitors>>>Metallo peptidases>>>Family M56!!!Antimicrobial resistance genes>>>Gene sets>>>beta-Lactam resistance modules>>>beta-Lactam resistance, Bla system [MD:M00627]	0.0
30	Pfam	PF01435.25	Peptidase family M48	2.9e-08
30	Pfam	PF05569.18	BlaR1 peptidase M56	1.6e-104
31	prodigal	WP_001092189.1	DUF1643 domain-containing protein	0
31	GENBANK_LOCUS_TAG	SAUSA300_RS00185	SAUSA300_RS00185	0
31	COG24_FUNCTION	COG4333	Uncharacterized conserved protein, DUF1643 domain	4.54e-112
31	COG24_CATEGORY	S	Function unknown	0
31	Pfam	PF07799.18	Protein of unknown function (DUF1643)	1.8e-30
32	prodigal	WP_000700851.1	DUF960 family protein	0
32	GENBANK_LOCUS_TAG	SAUSA300_RS00190	SAUSA300_RS00190	0
32	Pfam	PF06124.17	Staphylococcal protein of unknown function (DUF960)	1.6e-24
33	prodigal	WP_000849672.1	SAUGI family uracil-DNA glycosylase inhibitor	0
33	GENBANK_LOCUS_TAG	SAUSA300_RS00195	SAUSA300_RS00195	0
33	Pfam	PF06106.17	S. aureus uracil DNA glycosylase inhibitor	4.3e-62
34	prodigal	WP_001186608.1	cassette chromosome recombinase CcrB (ccrB)	0
34	GENBANK_LOCUS_TAG	SAUSA300_RS00200	SAUSA300_RS00200	0
34	COG24_FUNCTION	COG1961	Site-specific DNA recombinase SpoIVCA/DNA invertase PinE (SpoIVCA) (PDB:1GDT)	0
34	COG24_CATEGORY	L	Replication, recombination and repair	0
34	KOfam	K06400	site-specific DNA recombinase	4.6e-129
34	KEGG_BRITE	ko00001	KEGG Orthology (KO)>>>09190 Not Included in Pathway or Brite>>>09193 Unclassified: signaling and cellular processes>>>99978 Cell growth	0.0
34	Pfam	PF04606.19	Ogr/Delta-like zinc finger	7e-11
34	Pfam	PF07508.20	Recombinase	7e-27
34	Pfam	PF00239.27	Resolvase, N terminal domain	3.6e-42
34	Pfam	PF13408.13	Recombinase zinc beta ribbon domain	9.4e-17
35	prodigal	WP_000815640.1	cassette chromosome recombinase CcrA (ccrA)	0
35	GENBANK_LOCUS_TAG	SAUSA300_RS00205	SAUSA300_RS00205	0
35	COG24_FUNCTION	COG1961	Site-specific DNA recombinase SpoIVCA/DNA invertase PinE (SpoIVCA) (PDB:1GDT)	0
35	COG24_CATEGORY	L	Replication, recombination and repair	0
35	KOfam	K06400	site-specific DNA recombinase	5e-77
35	KEGG_BRITE	ko00001	KEGG Orthology (KO)>>>09190 Not Included in Pathway or Brite>>>09193 Unclassified: signaling and cellular processes>>>99978 Cell growth	0.0
35	Pfam	PF07508.20	Recombinase	5.1e-13
35	Pfam	PF00239.27	Resolvase, N terminal domain	1.3e-38
35	Pfam	PF13408.13	Recombinase zinc beta ribbon domain	9.2e-09
36	prodigal	WP_000122620.1	cassette chromosome replicative helicase (cch1)	0
36	GENBANK_LOCUS_TAG	SAUSA300_RS00210	SAUSA300_RS00210	0
36	COG24_FUNCTION	COG5519	Predicted ATPase domain of Cch-like helicases, DUF927 family (PDB:5DGK)	0
36	COG24_CATEGORY	R	General function prediction only	0
36	Pfam	PF06048.18	Domain of unknown function (DUF927)	1.1e-69
36	Pfam	PF18662.8	Cch helix turn helix domain	1.8e-32
37	prodigal	WP_001036438.1	cassette chromosome ssDNA-binding protein (ssb)	0
37	GENBANK_LOCUS_TAG	SAUSA300_RS00215	SAUSA300_RS00215	0
38	GENBANK_LOCUS_TAG	SAUSA300_RS00220	SAUSA300_RS00220	0
39	prodigal	WP_000554504.1	RNA-binding domain-containing protein	0
39	GENBANK_LOCUS_TAG	SAUSA300_RS00225	SAUSA300_RS00225	0
39	COG24_FUNCTION	COG2865	Predicted transcriptional regulator, contains HTH domain (PDB:3LMM)	3.41e-68
39	COG24_CATEGORY	K	Transcription	0
39	Pfam	PF13749.13	Putative ATP-dependent DNA helicase recG C-terminal	5e-14
39	Pfam	PF04326.20	Schlafen, AlbA_2	4e-14
40	GENBANK_LOCUS_TAG	SAUSA300_RS15865	SAUSA300_RS15865	0
41	prodigal	WP_001549968.1	HNH endonuclease	0
41	GENBANK_LOCUS_TAG	SAUSA300_RS00240	SAUSA300_RS00240	0
41	COG24_FUNCTION	COG3183	5-methylcytosine-specific restriction endonuclease McrA (McrA) (PDB:6GHC) (PUBMED:15317774;20015968)	2.06e-31
41	COG24_CATEGORY	V	Defense mechanisms	0
41	KOfam	K07451	5-methylcytosine-specific restriction enzyme A [EC:3.1.21.-]	6.2e-16
41	KEGG_BRITE	ko02048	Prokaryotic defense system>>>Restriction and modification system (R-M system)>>>Type IV R-M system	0.0
41	Pfam	PF01844.30	HNH endonuclease	2e-06
42	GENBANK_LOCUS_TAG	SAUSA300_RS00245	SAUSA300_RS00245	0
43	GENBANK_LOCUS_TAG	SAUSA300_RS15870	SAUSA300_RS15870	0
44	prodigal	WP_000027972.1	HNH endonuclease	0
44	GENBANK_LOCUS_TAG	SAUSA300_RS00250	SAUSA300_RS00250	0
44	COG24_FUNCTION	COG3440	Predicted restriction endonuclease	2.83e-46
44	COG24_CATEGORY	V	Defense mechanisms	0
44	KOfam	K07454	putative restriction endonuclease	5.4e-28
44	KEGG_BRITE	ko00001	KEGG Orthology (KO)>>>09190 Not Included in Pathway or Brite>>>09192 Unclassified: genetic information processing>>>99976 Replication and repair	0.0
44	Pfam	PF13391.13	HNH endonuclease	4.7e-07
45	GENBANK_LOCUS_TAG	SAUSA300_RS00255	SAUSA300_RS00255	0
46	GENBANK_LOCUS_TAG	SAUSA300_RS00260	SAUSA300_RS00260	0
47	GENBANK_LOCUS_TAG	SAUSA300_RS00265	SAUSA300_RS00265	0
47	Pfam	PF09685.16	Magnetosome magnetite crystal formation protein family	9e-09
48	prodigal	WP_000776433.1	GNAT family N-acetyltransferase	0
48	GENBANK_LOCUS_TAG	SAUSA300_RS00275	SAUSA300_RS00275	0
48	COG24_FUNCTION	COG1670	Protein N-acetyltransferase, RimJ/RimL family (RimL) (PDB:1S7F)	5.55e-114
48	COG24_CATEGORY	J!!!O	Translation, ribosomal structure and biogenesis!!!Posttranslational modification, protein turnover, chaperones	0
48	KOfam	K03825	L-phenylalanine/L-methionine N-acetyltransferase [EC:2.3.1.53 2.3.1.-]	1.9e-26
48	KEGG_BRITE	ko00001!!!ko01000	KEGG Orthology (KO)>>>09100 Metabolism>>>09105 Amino acid metabolism>>>00360 Phenylalanine metabolism [PATH:ko00360]!!!Enzymes>>>2. Transferases>>>2.3  Acyltransferases>>>2.3.1  Transferring groups other than aminoacyl groups>>>2.3.1.53  phenylalanine N-acetyltransferase	0.0
48	Pfam	PF00583.32	Acetyltransferase (GNAT) family	1.1e-18
48	Pfam	PF13673.14	Acetyltransferase (GNAT) domain	6.7e-07
48	Pfam	PF13302.14	Acetyltransferase (GNAT) domain	3.4e-19
48	Pfam	PF13420.14	Acetyltransferase (GNAT) domain	1.5e-12
48	Pfam	PF13508.14	Acetyltransferase (GNAT) domain	9.2e-11
49	GENBANK_LOCUS_TAG	SAUSA300_RS16055	SAUSA300_RS16055	0
50	prodigal	WP_000857159.1	zinc-dependent alcohol dehydrogenase family protein	0
50	GENBANK_LOCUS_TAG	SAUSA300_RS00280	SAUSA300_RS00280	0
50	COG24_FUNCTION	COG1062	Zn-dependent alcohol/formaldehyde dehydrogenase (FrmA) (PDB:1A71)	2.38e-240
50	COG24_CATEGORY	C	Energy production and conversion	0
50	Pfam	PF08240.18	Alcohol dehydrogenase GroES-like domain	2.6e-28
50	Pfam	PF00107.33	Zinc-binding dehydrogenase	3e-31
51	GENBANK_LOCUS_TAG	SAUSA300_RS00285	SAUSA300_RS00285	0
52	prodigal	WP_001092187.1	DUF1643 domain-containing protein	0
52	GENBANK_LOCUS_TAG	SAUSA300_RS00290	SAUSA300_RS00290	0
52	COG24_FUNCTION	COG4333	Uncharacterized conserved protein, DUF1643 domain	3.56e-109
52	COG24_CATEGORY	S	Function unknown	0
52	Pfam	PF07799.18	Protein of unknown function (DUF1643)	1.5e-28
53	prodigal	WP_000700852.1	DUF960 family protein	0
53	GENBANK_LOCUS_TAG	SAUSA300_RS00295	SAUSA300_RS00295	0
53	Pfam	PF06124.17	Staphylococcal protein of unknown function (DUF960)	4.6e-24
54	prodigal	WP_000859159.1	SAUGI family uracil-DNA glycosylase inhibitor	0
54	GENBANK_LOCUS_TAG	SAUSA300_RS00300	SAUSA300_RS00300	0
54	Pfam	PF06106.17	S. aureus uracil DNA glycosylase inhibitor	2.1e-63
55	prodigal	WP_000036757.1	carbamate kinase (arcC)	0
55	GENBANK_LOCUS_TAG	SAUSA300_RS00310	SAUSA300_RS00310	0
55	COG24_FUNCTION	COG0549	Carbamate kinase (ArcC) (PDB:2E9Y)	2.98e-219
55	COG24_CATEGORY	E	Amino acid transport and metabolism	0
55	KOfam	K00926	carbamate kinase [EC:2.7.2.2]	4e-128
55	KEGG_BRITE	ko00001!!!ko00001!!!ko00001!!!ko01000	KEGG Orthology (KO)>>>09100 Metabolism>>>09102 Energy metabolism>>>00910 Nitrogen metabolism [PATH:ko00910]!!!KEGG Orthology (KO)>>>09100 Metabolism>>>09104 Nucleotide metabolism>>>00230 Purine metabolism [PATH:ko00230]!!!KEGG Orthology (KO)>>>09100 Metabolism>>>09105 Amino acid metabolism>>>00220 Arginine biosynthesis [PATH:ko00220]!!!Enzymes>>>2. Transferases>>>2.7  Transferring phosphorus-containing groups>>>2.7.2  Phosphotransferases with a carboxy group as acceptor>>>2.7.2.2  carbamate kinase	0.0
55	Pfam	PF00696.34	Amino acid kinase family	5.9e-31
56	prodigal	WP_000793596.1	ornithine carbamoyltransferase (argF)	0
56	GENBANK_LOCUS_TAG	SAUSA300_RS00315	SAUSA300_RS00315	0
56	COG24_FUNCTION	COG0078	Ornithine carbamoyltransferase (ArgF) (PDB:1A1S)	3.59e-243
56	COG24_CATEGORY	E	Amino acid transport and metabolism	0
56	COG24_PATHWAY	COG0078	Arginine biosynthesis	3.59e-243
56	KOfam	K00611	ornithine carbamoyltransferase [EC:2.1.3.3]	5e-139
56	KEGG_Module	M00844!!!M00029!!!M00978	Arginine biosynthesis, ornithine => arginine!!!Urea cycle!!!Ornithine-ammonia cycle	0.0
56	KEGG_Class	M00844!!!M00029!!!M00978	Pathway modules; Amino acid metabolism; Arginine and proline metabolism!!!Pathway modules; Amino acid metabolism; Arginine and proline metabolism!!!Pathway modules; Amino acid metabolism; Arginine and proline metabolism	0.0
56	KEGG_BRITE	ko00001!!!ko01000	KEGG Orthology (KO)>>>09100 Metabolism>>>09105 Amino acid metabolism>>>00220 Arginine biosynthesis [PATH:ko00220]!!!Enzymes>>>2. Transferases>>>2.1  Transferring one-carbon groups>>>2.1.3  Carboxy- and carbamoyltransferases>>>2.1.3.3  ornithine carbamoyltransferase	0.0
56	Pfam	PF00185.31	Aspartate/ornithine carbamoyltransferase, Asp/Orn binding domain	2.5e-54
56	Pfam	PF02729.27	Aspartate/ornithine carbamoyltransferase, carbamoyl-P binding domain	7.9e-47
57	prodigal	WP_000272781.1	Crp/Fnr family transcriptional regulator	0
57	GENBANK_LOCUS_TAG	SAUSA300_RS00320	SAUSA300_RS00320	0
57	COG24_FUNCTION	COG0664	cAMP-binding domain of CRP or a regulatory subunit of cAMP-dependent protein kinases (Crp) (PDB:1FT9)	1.05e-163
57	COG24_CATEGORY	T	Signal transduction mechanisms	0
57	KOfam	K21828	CRP/FNR family transcriptional regulator, arginine deiminase pathway regulator	1e-66
57	KEGG_BRITE	ko03000	Transcription factors>>>Prokaryotic type>>>Helix-turn-helix>>>CRP/FNR family	0.0
57	Pfam	PF00027.36	Cyclic nucleotide-binding domain	5.5e-11
58	prodigal	WP_000344142.1	arginine-ornithine antiporter (arcD)	0
58	GENBANK_LOCUS_TAG	SAUSA300_RS00325	SAUSA300_RS00325	0
58	COG24_FUNCTION	COG0531	Serine and glutamate transporter AimA/YbeC, amino acid:H+ symporter family (PotE) (PDB:3LRB) (PUBMED:33481774;32743959)	0
58	COG24_CATEGORY	E	Amino acid transport and metabolism	0
58	KOfam	K03758	arginine:ornithine antiporter / lysine permease	5.6e-201
58	KEGG_BRITE	ko02000	Transporters>>>Other transporters>>>Electrochemical potential-driven transporters [TC:2]	0.0
58	Pfam	PF00324.28	Amino acid permease	1.9e-26
58	Pfam	PF13520.13	Amino acid permease	1.1e-70
59	prodigal	WP_000249804.1	arginine deiminase (arcA)	0
59	GENBANK_LOCUS_TAG	SAUSA300_RS00330	SAUSA300_RS00330	0
59	COG24_FUNCTION	COG2235	Arginine deiminase (ArcA) (PDB:2A9G)	2.05e-298
59	COG24_CATEGORY	E	Amino acid transport and metabolism	0
59	KOfam	K01478	arginine deiminase [EC:3.5.3.6]	2.6e-170
59	KEGG_BRITE	ko00001!!!ko01000	KEGG Orthology (KO)>>>09100 Metabolism>>>09105 Amino acid metabolism>>>00220 Arginine biosynthesis [PATH:ko00220]!!!Enzymes>>>3. Hydrolases>>>3.5  Acting on carbon-nitrogen bonds, other than peptide bonds>>>3.5.3  In linear amidines>>>3.5.3.6  arginine deiminase	0.0
59	Pfam	PF02274.23	Arginine deiminase	1.3e-152
59	Pfam	PF19420.6	N,N dimethylarginine dimethylhydrolase, eukaryotic	1.8e-13
60	prodigal	WP_000711814.1	arginine repressor	0
60	GENBANK_LOCUS_TAG	SAUSA300_RS00335	SAUSA300_RS00335	0
60	COG24_FUNCTION	COG1438	Arginine repressor (ArgR) (PDB:1AOY)	3.89e-99
60	COG24_CATEGORY	K	Transcription	0
60	KOfam	K03402	transcriptional regulator of arginine metabolism	2.3e-32
60	KEGG_BRITE	ko03000	Transcription factors>>>Prokaryotic type>>>Other transcription factors>>>Others	0.0
60	Pfam	PF01316.28	Arginine repressor, DNA binding domain	2.7e-11
60	Pfam	PF02863.24	Arginine repressor, C-terminal domain	4.5e-17
61	prodigal	WP_000475805.1	universal stress protein	0
61	GENBANK_LOCUS_TAG	SAUSA300_RS00340	SAUSA300_RS00340	0
61	COG24_FUNCTION	COG0589	Nucleotide-binding universal stress protein,  UspA family (UspA) (PDB:1JMV)	1.22e-95
61	COG24_CATEGORY	T	Signal transduction mechanisms	0
61	Pfam	PF00582.33	Universal stress protein family	1.2e-13
62	prodigal	WP_000558975.1	alpha/beta hydrolase	0
62	GENBANK_LOCUS_TAG	SAUSA300_RS00355	SAUSA300_RS00355	0
62	COG24_FUNCTION	COG2267	Lysophospholipase, alpha-beta hydrolase superfamily (PldB) (PDB:5O7G)	5.98e-90
62	COG24_CATEGORY	I	Lipid transport and metabolism	0
62	KOfam	K06889	uncharacterized protein	1.4e-32
62	KEGG_BRITE	ko00001	KEGG Orthology (KO)>>>09190 Not Included in Pathway or Brite>>>09194 Poorly characterized>>>99997 Function unknown	0.0
62	Pfam	PF00561.27	alpha/beta hydrolase fold	9.6e-22
62	Pfam	PF20408.5	Alpha/beta hydrolase domain	2.1e-07
62	Pfam	PF12697.14	Alpha/beta hydrolase family	2.8e-11
62	Pfam	PF02273.22	Acyl transferase	6e-08
62	Pfam	PF01738.25	Dienelactone hydrolase family	1.7e-06
62	Pfam	PF12146.16	Serine aminopeptidase, S33	4.3e-62
62	Pfam	PF02129.25	X-Pro dipeptidyl-peptidase (S15 family)	2.8e-08
62	Pfam	PF00326.28	Prolyl oligopeptidase family	1e-08
62	Pfam	PF05728.19	Uncharacterised protein family (UPF0227)	1.6e-05
63	prodigal	WP_076035539.1	IS110-like element ISSep2 family transposase	0
63	GENBANK_LOCUS_TAG	SAUSA300_RS00360	SAUSA300_RS00360	0
63	COG24_FUNCTION	COG3547	Transposase	1.66e-287
63	COG24_CATEGORY	X	Mobilome: prophages, transposons	0
63	KOfam	K07486	transposase	8.7e-45
63	KEGG_BRITE	ko00001	KEGG Orthology (KO)>>>09190 Not Included in Pathway or Brite>>>09192 Unclassified: genetic information processing>>>99976 Replication and repair	0.0
63	Pfam	PF01548.24	Transposase	8.7e-19
63	Pfam	PF02371.23	Transposase IS116/IS110/IS902 family	8.9e-22
64	prodigal	WP_000169584.1	class I SAM-dependent methyltransferase	0
64	GENBANK_LOCUS_TAG	SAUSA300_RS00365	SAUSA300_RS00365	0
64	COG24_FUNCTION	COG2226	Ubiquinone/menaquinone biosynthesis C-methylase UbiE/MenG or 23S rRNA G745 methylase RmlAII or tRNA-U5 methylase TRM9 (UbiE) (PDB:4OBW) (PUBMED:31719185;26670883)	4.99e-158
64	COG24_CATEGORY	H!!!J	Coenzyme transport and metabolism!!!Translation, ribosomal structure and biogenesis	0
64	COG24_PATHWAY	COG2226	Biotin biosynthesis	4.99e-158
64	Pfam	PF08241.19	Methyltransferase domain	5.2e-11
64	Pfam	PF08242.19	Methyltransferase domain	3.7e-12
64	Pfam	PF13489.13	Methyltransferase domain	3.2e-12
64	Pfam	PF13649.13	Methyltransferase domain	2.3e-09
64	Pfam	PF13847.13	Methyltransferase domain	1.2e-10
64	Pfam	PF08003.18	Protein of unknown function (DUF1698)	1.2e-07
65	prodigal	WP_001224176.1	ABC transporter substrate-binding protein	0
65	GENBANK_LOCUS_TAG	SAUSA300_RS00370	SAUSA300_RS00370	0
65	COG24_FUNCTION	COG0747	ABC-type transport system, periplasmic component (DdpA) (PDB:3RQT)	0
65	COG24_CATEGORY	E	Amino acid transport and metabolism	0
65	KOfam	K02035	peptide/nickel transport system substrate-binding protein	3.3e-79
65	KEGG_BRITE	ko00001!!!ko02000	KEGG Orthology (KO)>>>09140 Cellular Processes>>>09145 Cellular community - prokaryotes>>>02024 Quorum sensing [PATH:ko02024]!!!Transporters>>>ABC transporters, prokaryotic type>>>Peptide and nickel transporters>>>Peptides/nickel transporter	0.0
65	Pfam	PF00496.28	Bacterial extracellular solute-binding proteins, family 5 Middle	6.5e-71
66	prodigal	WP_000920052.1	ABC transporter permease	0
66	GENBANK_LOCUS_TAG	SAUSA300_RS00375	SAUSA300_RS00375	0
66	COG24_FUNCTION	COG0601	ABC-type dipeptide/oligopeptide/nickel transport system, permease component (DppB)	5.74e-201
66	COG24_CATEGORY	E!!!P	Amino acid transport and metabolism!!!Inorganic ion transport and metabolism	0
66	KOfam	K02033	peptide/nickel transport system permease protein	3.8e-68
66	KEGG_BRITE	ko00001!!!ko02000	KEGG Orthology (KO)>>>09140 Cellular Processes>>>09145 Cellular community - prokaryotes>>>02024 Quorum sensing [PATH:ko02024]!!!Transporters>>>ABC transporters, prokaryotic type>>>Peptide and nickel transporters>>>Peptides/nickel transporter	0.0
66	Pfam	PF00528.28	Binding-protein-dependent transport system inner membrane component	1.9e-26
66	Pfam	PF19300.5	Binding-prot-dependent transport system membrane comp, N-term	3e-06
67	prodigal	WP_000760756.1	ABC transporter permease	0
67	GENBANK_LOCUS_TAG	SAUSA300_RS00380	SAUSA300_RS00380	0
67	COG24_FUNCTION	COG1173	ABC-type dipeptide/oligopeptide/nickel transport system, permease component (DppC)	1.1e-162
67	COG24_CATEGORY	E!!!P	Amino acid transport and metabolism!!!Inorganic ion transport and metabolism	0
67	KOfam	K02034	peptide/nickel transport system permease protein	2.5e-67
67	KEGG_BRITE	ko00001!!!ko02000	KEGG Orthology (KO)>>>09140 Cellular Processes>>>09145 Cellular community - prokaryotes>>>02024 Quorum sensing [PATH:ko02024]!!!Transporters>>>ABC transporters, prokaryotic type>>>Peptide and nickel transporters>>>Peptides/nickel transporter	0.0
67	Pfam	PF00528.28	Binding-protein-dependent transport system inner membrane component	2.8e-23
68	prodigal	WP_000073898.1	ATP-binding cassette domain-containing protein	0
68	GENBANK_LOCUS_TAG	SAUSA300_RS00385	SAUSA300_RS00385	0
68	COG24_FUNCTION	COG0444	ABC-type dipeptide/oligopeptide/nickel transport system, ATPase component (DppD) (PDB:4FWI)	4.01e-149
68	COG24_CATEGORY	E!!!P	Amino acid transport and metabolism!!!Inorganic ion transport and metabolism	0
68	Pfam	PF13304.13	AAA domain, putative AbiEii toxin, Type IV TA system	3.1e-12
68	Pfam	PF00005.34	ABC transporter	1.3e-23
69	prodigal	WP_000912324.1	ABC transporter ATP-binding protein	0
69	GENBANK_LOCUS_TAG	SAUSA300_RS00390	SAUSA300_RS00390	0
69	COG24_FUNCTION	COG1124	ABC-type dipeptide/oligopeptide/nickel transport system, ATPase component (DppF)	2.12e-120
69	COG24_CATEGORY	E!!!P	Amino acid transport and metabolism!!!Inorganic ion transport and metabolism	0
69	Pfam	PF00005.34	ABC transporter	8.1e-30
70	prodigal	WP_001063476.1	heavy metal translocating P-type ATPase	0
70	GENBANK_LOCUS_TAG	SAUSA300_RS00395	SAUSA300_RS00395	0
70	COG24_FUNCTION	COG2217	Cation-transporting P-type ATPase (ZntA) (PDB:4BBJ)	0
70	COG24_CATEGORY	P	Inorganic ion transport and metabolism	0
70	Pfam	PF00122.26	P-type ATPase actuator domain	6e-28
70	Pfam	PF00702.33	haloacid dehalogenase-like hydrolase	4.4e-28
71	prodigal	WP_000592150.1	YdhK family protein	0
71	GENBANK_LOCUS_TAG	SAUSA300_RS00400	SAUSA300_RS00400	0
71	Pfam	PF07563.18	Protein of unknown function (DUF1541)	1.6e-49
72	GENBANK_LOCUS_TAG	SAUSA300_RS00405	SAUSA300_RS00405	0
73	GENBANK_LOCUS_TAG	SAUSA300_RS00410	SAUSA300_RS00410	0
74	prodigal	WP_000700191.1	DUF6119 family protein	0
74	GENBANK_LOCUS_TAG	SAUSA300_RS00415	SAUSA300_RS00415	0
74	Pfam	PF19614.5	Family of unknown function (DUF6119)	5.3e-32
75	GENBANK_LOCUS_TAG	SAUSA300_RS00425	SAUSA300_RS00425	0
76	prodigal	WP_000355845.1	sulfite exporter TauE/SafE family protein	0
76	GENBANK_LOCUS_TAG	SAUSA300_RS00430	SAUSA300_RS00430	0
76	COG24_FUNCTION	COG0730	Sulfite exporter TauE/SafE/YfcA and related permeases, UPF0721 family (TauE) (PUBMED:21183667;22797525)	1.5e-158
76	COG24_CATEGORY	P	Inorganic ion transport and metabolism	0
76	KOfam	K07090	uncharacterized protein	5e-35
76	KEGG_BRITE	ko00001	KEGG Orthology (KO)>>>09190 Not Included in Pathway or Brite>>>09194 Poorly characterized>>>99997 Function unknown	0.0
76	Pfam	PF01925.26	Sulfite exporter TauE/SafE	2.2e-44
77	prodigal	WP_001105087.1	persulfide-sensing transcriptional repressor CstR (cstR)	0
77	GENBANK_LOCUS_TAG	SAUSA300_RS00435	SAUSA300_RS00435	0
77	COG24_FUNCTION	COG1937	DNA-binding transcriptional regulator, FrmR family (FrmR) (PDB:2HH7)	3.07e-51
77	COG24_CATEGORY	K	Transcription	0
77	KOfam	K21600	CsoR family transcriptional regulator, copper-sensing transcriptional repressor	1.3e-22
77	KEGG_BRITE	ko03000	Transcription factors>>>Prokaryotic type>>>Other transcription factors>>>Others	0.0
