Geneid,start,end,strand,seqname,source,feature,score,ID,Parent,Dbxref,Name,Ontology_term,gbkey,gene,go_function,go_process,inference,product,protein_id,transl_table,go_component,Note,partial,pseudo,start_range,end_range,exception
SAUSA300_RS00355,77130,77945,+,NC_007793.1,Protein Homology,CDS,.,cds-WP_000558975.1,gene-SAUSA300_RS00355,GenBank:WP_000558975.1,WP_000558975.1,NA,CDS,NA,NA,NA,COORDINATES: similar to AA sequence:RefSeq:WP_002491360.1,alpha/beta hydrolase,WP_000558975.1,11,NA,NA,NA,NA,NA,NA,NA
SAUSA300_RS00360,78246,79445,+,NC_007793.1,Protein Homology,CDS,.,cds-WP_076035539.1,gene-SAUSA300_RS00360,GenBank:WP_076035539.1,WP_076035539.1,GO:0006313!!!GO:0004803,CDS,NA,transposase activity|0004803||IEA,DNA transposition|0006313||IEA,COORDINATES: similar to AA sequence:RefSeq:WP_071813258.1,IS110-like element ISSep2 family transposase,WP_076035539.1,11,NA,NA,NA,NA,NA,NA,NA
SAUSA300_RS00365,79705,80397,+,NC_007793.1,Protein Homology,CDS,.,cds-WP_000169584.1,gene-SAUSA300_RS00365,GenBank:WP_000169584.1,WP_000169584.1,GO:0032259!!!GO:0008168!!!GO:1904047,CDS,NA,methyltransferase activity|0008168||IEA!!!S-adenosyl-L-methionine binding|1904047||IEA,methylation|0032259||IEA,COORDINATES: similar to AA sequence:RefSeq:WP_002490836.1,class I SAM-dependent methyltransferase,WP_000169584.1,11,NA,NA,NA,NA,NA,NA,NA
SAUSA300_RS00370,80394,81947,+,NC_007793.1,Protein Homology,CDS,.,cds-WP_001224176.1,gene-SAUSA300_RS00370,GenBank:WP_001224176.1,WP_001224176.1,NA,CDS,NA,NA,NA,COORDINATES: similar to AA sequence:RefSeq:WP_000747558.1,ABC transporter substrate-binding protein,WP_001224176.1,11,NA,NA,NA,NA,NA,NA,NA
SAUSA300_RS00375,81950,82906,+,NC_007793.1,Protein Homology,CDS,.,cds-WP_000920052.1,gene-SAUSA300_RS00375,GenBank:WP_000920052.1,WP_000920052.1,GO:0055085,CDS,NA,NA,transmembrane transport|0055085||IEA,COORDINATES: similar to AA sequence:RefSeq:WP_019165742.1,ABC transporter permease,WP_000920052.1,11,NA,NA,NA,NA,NA,NA,NA
SAUSA300_RS00380,82906,83673,+,NC_007793.1,Protein Homology,CDS,.,cds-WP_000760756.1,gene-SAUSA300_RS00380,GenBank:WP_000760756.1,WP_000760756.1,GO:0042626!!!GO:0140359,CDS,NA,ATPase-coupled transmembrane transporter activity|0042626||IEA!!!ABC-type transporter activity|0140359||IEA,NA,COORDINATES: similar to AA sequence:RefSeq:WP_002469402.1,ABC transporter permease,WP_000760756.1,11,NA,NA,NA,NA,NA,NA,NA
SAUSA300_RS00385,83640,84407,+,NC_007793.1,Protein Homology,CDS,.,cds-WP_000073898.1,gene-SAUSA300_RS00385,GenBank:WP_000073898.1,WP_000073898.1,GO:0005524,CDS,NA,ATP binding|0005524||IEA,NA,COORDINATES: similar to AA sequence:RefSeq:WP_002504387.1,ATP-binding cassette domain-containing protein,WP_000073898.1,11,NA,NA,NA,NA,NA,NA,NA
SAUSA300_RS00390,84400,85035,+,NC_007793.1,Protein Homology,CDS,.,cds-WP_000912324.1,gene-SAUSA300_RS00390,GenBank:WP_000912324.1,WP_000912324.1,GO:0005524!!!GO:0016887!!!GO:0042626!!!GO:0140359,CDS,NA,ATP binding|0005524||IEA!!!ATP hydrolysis activity|0016887||IEA!!!ATPase-coupled transmembrane transporter activity|0042626||IEA!!!ABC-type transporter activity|0140359||IEA,NA,COORDINATES: similar to AA sequence:RefSeq:WP_002490830.1,ABC transporter ATP-binding protein,WP_000912324.1,11,NA,NA,NA,NA,NA,NA,NA
SAUSA300_RS00395,86055,88118,+,NC_007793.1,Protein Homology,CDS,.,cds-WP_001063476.1,gene-SAUSA300_RS00395,GenBank:WP_001063476.1,WP_001063476.1,GO:0006812!!!GO:0005524!!!GO:0015662!!!GO:0016887!!!GO:0019829!!!GO:0042626!!!GO:0046872!!!GO:0140358!!!GO:0016020,CDS,NA,ATP binding|0005524||IEA!!!P-type ion transporter activity|0015662||IEA!!!ATP hydrolysis activity|0016887||IEA!!!ATPase-coupled monoatomic cation transmembrane transporter activity|0019829||IEA!!!ATPase-coupled transmembrane transporter activity|0042626||IEA!!!metal ion binding|0046872||IEA!!!P-type transmembrane transporter activity|0140358||IEA,monoatomic cation transport|0006812||IEA,COORDINATES: similar to AA sequence:RefSeq:WP_002449344.1,heavy metal translocating P-type ATPase,WP_001063476.1,11,membrane|0016020||IEA,NA,NA,NA,NA,NA,NA
SAUSA300_RS00400,88136,88681,+,NC_007793.1,Protein Homology,CDS,.,cds-WP_000592150.1,gene-SAUSA300_RS00400,GenBank:WP_000592150.1,WP_000592150.1,NA,CDS,NA,NA,NA,COORDINATES: similar to AA sequence:RefSeq:WP_000592150.1,YdhK family protein,WP_000592150.1,11,NA,NA,NA,NA,NA,NA,NA
SAUSA300_RS00405,89109,89243,-,NC_007793.1,Protein Homology,CDS,.,cds-WP_001790628.1,gene-SAUSA300_RS00405,GenBank:WP_001790628.1,WP_001790628.1,NA,CDS,NA,NA,NA,COORDINATES: similar to AA sequence:RefSeq:YP_498634.1,hypothetical protein,WP_001790628.1,11,NA,NA,NA,NA,NA,NA,NA
SAUSA300_RS00410,89207,89299,+,NC_007793.1,Protein Homology,CDS,.,cds-WP_001790000.1,gene-SAUSA300_RS00410,GenBank:WP_001790000.1,WP_001790000.1,NA,CDS,NA,NA,NA,COORDINATES: similar to AA sequence:RefSeq:YP_498635.1,hypothetical protein,WP_001790000.1,11,NA,NA,NA,NA,NA,NA,NA
SAUSA300_RS00415,89446,91197,+,NC_007793.1,Protein Homology,CDS,.,cds-WP_000700191.1,gene-SAUSA300_RS00415,GenBank:WP_000700191.1,WP_000700191.1,NA,CDS,NA,NA,NA,COORDINATES: similar to AA sequence:RefSeq:YP_498636.1,DUF6119 family protein,WP_000700191.1,11,NA,NA,NA,NA,NA,NA,NA
SAUSA300_RS00420,91291,91749,-,NC_007793.1,Protein Homology,CDS,.,cds-SAUSA300_RS00420,gene-SAUSA300_RS00420,NA,NA,GO:0008033!!!GO:0017150!!!GO:0050660,CDS,NA,tRNA dihydrouridine synthase activity|0017150||IEA!!!flavin adenine dinucleotide binding|0050660||IEA,tRNA processing|0008033||IEA,COORDINATES: similar to AA sequence:RefSeq:WP_000662030.1,tRNA-dihydrouridine synthase,NA,11,NA,incomplete%3B partial in the middle of a contig%3B missing N-terminus,true,true,NA,"91749,.",NA
SAUSA300_RS00425,91759,91860,-,NC_007793.1,Protein Homology,CDS,.,cds-WP_001791873.1,gene-SAUSA300_RS00425,GenBank:WP_001791873.1,WP_001791873.1,NA,CDS,NA,NA,NA,COORDINATES: similar to AA sequence:RefSeq:YP_498638.1,hypothetical protein,WP_001791873.1,11,NA,NA,NA,NA,NA,NA,NA
SAUSA300_RS00430,91958,92713,-,NC_007793.1,Protein Homology,CDS,.,cds-WP_000355845.1,gene-SAUSA300_RS00430,GenBank:WP_000355845.1,WP_000355845.1,GO:0006810!!!GO:0016020,CDS,NA,NA,transport|0006810||IEA,COORDINATES: similar to AA sequence:RefSeq:YP_498639.1,sulfite exporter TauE/SafE family protein,WP_000355845.1,11,membrane|0016020||IEA,NA,NA,NA,NA,NA,NA
SAUSA300_RS00435,92713,92973,-,NC_007793.1,Protein Homology,CDS,.,cds-WP_001105087.1,gene-SAUSA300_RS00435,GenBank:WP_001105087.1,WP_001105087.1,NA,CDS,cstR,NA,NA,COORDINATES: similar to AA sequence:RefSeq:YP_498640.1,persulfide-sensing transcriptional repressor CstR,WP_001105087.1,11,NA,NA,NA,NA,NA,NA,NA
SAUSA300_RS00440,93110,94177,+,NC_007793.1,Protein Homology,CDS,.,cds-WP_000816129.1,gene-SAUSA300_RS00440,GenBank:WP_000816129.1,WP_000816129.1,NA,CDS,cstA,NA,NA,COORDINATES: similar to AA sequence:RefSeq:WP_001837745.1,persulfide response sulfurtransferase CstA,WP_000816129.1,11,NA,NA,NA,NA,NA,NA,NA
SAUSA300_RS00445,94208,95542,+,NC_007793.1,Protein Homology,CDS,.,cds-WP_000465472.1,gene-SAUSA300_RS00445,GenBank:WP_000465472.1,WP_000465472.1,NA,CDS,cstB,NA,NA,COORDINATES: similar to AA sequence:RefSeq:YP_498642.1,persulfide dioxygenase-sulfurtransferase CstB,WP_000465472.1,11,NA,NA,NA,NA,NA,NA,NA
SAUSA300_RS00460,97421,98407,-,NC_007793.1,Protein Homology,CDS,.,cds-WP_000662031.1,gene-SAUSA300_RS00460,GenBank:WP_000662031.1,WP_000662031.1,GO:0008033!!!GO:0016491!!!GO:0017150!!!GO:0050660,CDS,NA,oxidoreductase activity|0016491||IEA!!!tRNA dihydrouridine synthase activity|0017150||IEA!!!flavin adenine dinucleotide binding|0050660||IEA,tRNA processing|0008033||IEA,COORDINATES: similar to AA sequence:RefSeq:WP_000662030.1,tRNA dihydrouridine synthase,WP_000662031.1,11,NA,NA,NA,NA,NA,NA,NA
SAUSA300_RS00465,98716,98919,+,NC_007793.1,Protein Homology,CDS,.,cds-WP_000398679.1,gene-SAUSA300_RS00465,GenBank:WP_000398679.1,WP_000398679.1,NA,CDS,NA,NA,NA,COORDINATES: similar to AA sequence:RefSeq:YP_498646.1,DUF6007 family protein,WP_000398679.1,11,NA,NA,NA,NA,NA,NA,NA
SAUSA300_RS00470,98968,99264,+,NC_007793.1,Protein Homology,CDS,.,cds-WP_000201638.1,gene-SAUSA300_RS00470,GenBank:WP_000201638.1,WP_000201638.1,NA,CDS,NA,NA,NA,COORDINATES: similar to AA sequence:RefSeq:WP_000179889.1,TfoX/Sxy family protein,WP_000201638.1,11,NA,NA,NA,NA,NA,NA,NA
SAUSA300_RS00475,99336,100556,-,NC_007793.1,Protein Homology,CDS,.,cds-WP_000130765.1,gene-SAUSA300_RS00475,GenBank:WP_000130765.1,WP_000130765.1,GO:0055085!!!GO:0022857,CDS,NA,transmembrane transporter activity|0022857||IEA,transmembrane transport|0055085||IEA,COORDINATES: similar to AA sequence:RefSeq:YP_498648.1,MFS transporter,WP_000130765.1,11,NA,NA,NA,NA,NA,NA,NA
SAUSA300_RS00480,100549,101099,-,NC_007793.1,Protein Homology,CDS,.,cds-SAUSA300_RS00480,gene-SAUSA300_RS00480,NA,NA,GO:0009055!!!GO:0010181,CDS,NA,electron transfer activity|0009055||IEA!!!FMN binding|0010181||IEA,NA,COORDINATES: similar to AA sequence:RefSeq:YP_498649.1,flavodoxin family protein,NA,11,NA,frameshifted,NA,true,NA,NA,NA
SAUSA300_RS00485,101212,102072,+,NC_007793.1,Protein Homology,CDS,.,cds-WP_001052510.1,gene-SAUSA300_RS00485,GenBank:WP_001052510.1,WP_001052510.1,GO:0006355!!!GO:0003677!!!GO:0003700,CDS,NA,DNA binding|0003677||IEA!!!DNA-binding transcription factor activity|0003700||IEA,regulation of DNA-templated transcription|0006355||IEA,COORDINATES: similar to AA sequence:RefSeq:YP_498650.1,LysR family transcriptional regulator,WP_001052510.1,11,NA,NA,NA,NA,NA,NA,NA
SAUSA300_RS00490,102427,102960,-,NC_007793.1,Protein Homology,CDS,.,cds-WP_000543163.1,gene-SAUSA300_RS00490,GenBank:WP_000543163.1,WP_000543163.1,NA,CDS,NA,NA,NA,COORDINATES: similar to AA sequence:RefSeq:YP_498651.1,DUF4865 family protein,WP_000543163.1,11,NA,NA,NA,NA,NA,NA,NA
SAUSA300_RS00495,103051,103794,+,NC_007793.1,Protein Homology,CDS,.,cds-WP_001793250.1,gene-SAUSA300_RS00495,GenBank:WP_001793250.1,WP_001793250.1,GO:0006355!!!GO:0003677!!!GO:0003700,CDS,NA,DNA binding|0003677||IEA!!!DNA-binding transcription factor activity|0003700||IEA,regulation of DNA-templated transcription|0006355||IEA,COORDINATES: similar to AA sequence:RefSeq:YP_498652.1,LysR family transcriptional regulator,WP_001793250.1,11,NA,NA,NA,NA,NA,NA,NA
SAUSA300_RS00500,104228,104830,+,NC_007793.1,Protein Homology,CDS,.,cds-WP_000908952.1,gene-SAUSA300_RS00500,GenBank:WP_000908952.1,WP_000908952.1,NA,CDS,NA,NA,NA,COORDINATES: similar to AA sequence:RefSeq:YP_498653.1,hypothetical protein,WP_000908952.1,11,NA,NA,NA,NA,NA,NA,NA
SAUSA300_RS00505,105097,108249,+,NC_007793.1,Protein Homology,CDS,.,cds-WP_000080557.1,gene-SAUSA300_RS00505,GenBank:WP_000080557.1,WP_000080557.1,NA,CDS,NA,NA,NA,COORDINATES: similar to AA sequence:RefSeq:YP_498654.1,DEAD/DEAH box helicase,WP_000080557.1,11,NA,NA,NA,NA,NA,NA,NA
SAUSA300_RS00510,108306,108788,+,NC_007793.1,Protein Homology,CDS,.,cds-WP_000410568.1,gene-SAUSA300_RS00510,GenBank:WP_000410568.1,WP_000410568.1,NA,CDS,NA,NA,NA,COORDINATES: similar to AA sequence:RefSeq:YP_498655.1,hypothetical protein,WP_000410568.1,11,NA,NA,NA,NA,NA,NA,NA
SAUSA300_RS00515,108993,109979,+,NC_007793.1,Protein Homology,CDS,.,cds-WP_000710576.1,gene-SAUSA300_RS00515,GenBank:WP_000710576.1,WP_000710576.1,NA,CDS,NA,NA,NA,COORDINATES: similar to AA sequence:RefSeq:YP_498656.1,phosphatidylinositol-specific phospholipase C,WP_000710576.1,11,NA,NA,NA,NA,NA,NA,NA
SAUSA300_RS00520,110200,110970,+,NC_007793.1,Protein Homology,CDS,.,cds-WP_000977774.1,gene-SAUSA300_RS00520,GenBank:WP_000977774.1,WP_000977774.1,GO:0005886,CDS,NA,NA,NA,COORDINATES: similar to AA sequence:RefSeq:YP_498657.1,tandem-type lipoprotein,WP_000977774.1,11,plasma membrane|0005886||IEA,NA,NA,NA,NA,NA,NA
SAUSA300_RS00525,111022,111792,+,NC_007793.1,Protein Homology,CDS,.,cds-WP_000597212.1,gene-SAUSA300_RS00525,GenBank:WP_000597212.1,WP_000597212.1,GO:0005886,CDS,NA,NA,NA,COORDINATES: similar to AA sequence:RefSeq:YP_498658.1,tandem-type lipoprotein,WP_000597212.1,11,plasma membrane|0005886||IEA,NA,NA,NA,NA,NA,NA
SAUSA300_RS00530,111856,112626,+,NC_007793.1,Protein Homology,CDS,.,cds-WP_000977781.1,gene-SAUSA300_RS00530,GenBank:WP_000977781.1,WP_000977781.1,GO:0005886,CDS,NA,NA,NA,COORDINATES: similar to AA sequence:RefSeq:YP_498659.1,tandem-type lipoprotein,WP_000977781.1,11,plasma membrane|0005886||IEA,NA,NA,NA,NA,NA,NA
SAUSA300_RS00535,112690,113460,+,NC_007793.1,Protein Homology,CDS,.,cds-WP_031857449.1,gene-SAUSA300_RS00535,GenBank:WP_031857449.1,WP_031857449.1,GO:0005886,CDS,NA,NA,NA,COORDINATES: similar to AA sequence:RefSeq:YP_498659.1,tandem-type lipoprotein,WP_031857449.1,11,plasma membrane|0005886||IEA,NA,NA,NA,NA,NA,NA
SAUSA300_RS00540,113554,115791,+,NC_007793.1,Protein Homology,CDS,.,cds-WP_001188495.1,gene-SAUSA300_RS00540,GenBank:WP_001188495.1,WP_001188495.1,NA,CDS,aryK,NA,NA,COORDINATES: similar to AA sequence:RefSeq:WP_020808042.1,transcriptional regulator AryK,WP_001188495.1,11,NA,NA,NA,NA,NA,NA,NA
SAUSA300_RS00545,115942,117120,+,NC_007793.1,Protein Homology,CDS,.,cds-WP_001075826.1,gene-SAUSA300_RS00545,GenBank:WP_001075826.1,WP_001075826.1,NA,CDS,NA,NA,NA,COORDINATES: similar to AA sequence:RefSeq:YP_498662.1,M20 family metallopeptidase,WP_001075826.1,11,NA,NA,NA,NA,NA,NA,NA
SAUSA300_RS00550,117122,118510,+,NC_007793.1,Protein Homology,CDS,.,cds-WP_001006445.1,gene-SAUSA300_RS00550,GenBank:WP_001006445.1,WP_001006445.1,NA,CDS,norC,NA,NA,COORDINATES: similar to AA sequence:RefSeq:YP_498663.1,multidrug efflux MFS transporter NorC,WP_001006445.1,11,NA,NA,NA,NA,NA,NA,NA
SAUSA300_RS00555,119003,120664,-,NC_007793.1,Protein Homology,CDS,.,cds-WP_001791835.1,gene-SAUSA300_RS00555,GenBank:WP_001791835.1,WP_001791835.1,GO:0044341!!!GO:0005436!!!GO:0005886,CDS,NA,sodium:phosphate symporter activity|0005436||IEA,sodium-dependent phosphate transport|0044341||IEA,COORDINATES: similar to AA sequence:RefSeq:YP_498664.1,Na/Pi cotransporter family protein,WP_001791835.1,11,plasma membrane|0005886||IEA,NA,NA,NA,NA,NA,NA
SAUSA300_RS00560,120990,122765,-,NC_007793.1,Protein Homology,CDS,.,cds-WP_000291842.1,gene-SAUSA300_RS00560,GenBank:WP_000291842.1,WP_000291842.1,GO:0006631!!!GO:0050151!!!GO:0071949,CDS,NA,oleate hydratase activity|0050151||IEA!!!FAD binding|0071949||IEA,fatty acid metabolic process|0006631||IEA,COORDINATES: similar to AA sequence:RefSeq:YP_498665.1,oleate hydratase,WP_000291842.1,11,NA,NA,NA,NA,NA,NA,NA
SAUSA300_RS00565,122939,123811,-,NC_007793.1,Protein Homology,CDS,.,cds-WP_001038026.1,gene-SAUSA300_RS00565,GenBank:WP_001038026.1,WP_001038026.1,GO:0055085!!!GO:0022857!!!GO:0016020,CDS,NA,transmembrane transporter activity|0022857||IEA,transmembrane transport|0055085||IEA,COORDINATES: similar to AA sequence:RefSeq:YP_498666.1,DMT family transporter,WP_001038026.1,11,membrane|0016020||IEA,NA,NA,NA,NA,NA,NA
SAUSA300_RS00570,123924,125321,+,NC_007793.1,Protein Homology,CDS,.,cds-WP_001151814.1,gene-SAUSA300_RS00570,GenBank:WP_001151814.1,WP_001151814.1,GO:0030170,CDS,NA,pyridoxal phosphate binding|0030170||IEA,NA,COORDINATES: similar to AA sequence:RefSeq:YP_498667.1,PLP-dependent aminotransferase family protein,WP_001151814.1,11,NA,NA,NA,NA,NA,NA,NA
SAUSA300_RS00575,125511,125984,+,NC_007793.1,Protein Homology,CDS,.,cds-WP_000036327.1,gene-SAUSA300_RS00575,GenBank:WP_000036327.1,WP_000036327.1,NA,CDS,NA,NA,NA,COORDINATES: similar to AA sequence:RefSeq:YP_498668.1,DUF1648 domain-containing protein,WP_000036327.1,11,NA,NA,NA,NA,NA,NA,NA
SAUSA300_RS00580,126246,127838,+,NC_007793.1,Protein Homology,CDS,.,cds-WP_000173902.1,gene-SAUSA300_RS00580,GenBank:WP_000173902.1,WP_000173902.1,NA,CDS,NA,NA,NA,COORDINATES: similar to AA sequence:RefSeq:YP_498669.1,L-lactate permease,WP_000173902.1,11,NA,NA,NA,NA,NA,NA,NA
SAUSA300_RS00585,128167,129693,-,NC_007793.1,Protein Homology,CDS,.,cds-WP_000728763.1,gene-SAUSA300_RS00585,GenBank:WP_000728763.1,WP_000728763.1,NA,CDS,spa,NA,NA,COORDINATES: similar to AA sequence:RefSeq:YP_498670.1,staphylococcal protein A,WP_000728763.1,11,NA,NA,NA,NA,NA,NA,NA
SAUSA300_RS00590,130114,130866,-,NC_007793.1,Protein Homology,CDS,.,cds-WP_000876756.1,gene-SAUSA300_RS00590,GenBank:WP_000876756.1,WP_000876756.1,NA,CDS,sarS,NA,NA,COORDINATES: similar to AA sequence:RefSeq:YP_498671.1,HTH-type transcriptional regulator SarS,WP_000876756.1,11,NA,NA,NA,NA,NA,NA,NA
SAUSA300_RS00595,131235,132233,-,NC_007793.1,Protein Homology,CDS,.,cds-WP_000136636.1,gene-SAUSA300_RS00595,GenBank:WP_000136636.1,WP_000136636.1,NA,CDS,sirC,NA,NA,COORDINATES: similar to AA sequence:RefSeq:WP_000136636.1,staphyloferrin B ABC transporter permease subunit SirC,WP_000136636.1,11,NA,NA,NA,NA,NA,NA,NA
SAUSA300_RS00600,132230,133225,-,NC_007793.1,Protein Homology,CDS,.,cds-WP_000924997.1,gene-SAUSA300_RS00600,GenBank:WP_000924997.1,WP_000924997.1,NA,CDS,sirB,NA,NA,COORDINATES: similar to AA sequence:RefSeq:YP_498673.1,staphyloferrin B ABC transporter permease subunit SirB,WP_000924997.1,11,NA,NA,NA,NA,NA,NA,NA
SAUSA300_RS00605,133241,134233,-,NC_007793.1,Protein Homology,CDS,.,cds-WP_001045111.1,gene-SAUSA300_RS00605,GenBank:WP_001045111.1,WP_001045111.1,NA,CDS,sirA,NA,NA,COORDINATES: similar to AA sequence:RefSeq:YP_498674.1,staphyloferrin B ABC transporter substrate-binding protein SirA,WP_001045111.1,11,NA,NA,NA,NA,NA,NA,NA
SAUSA300_RS00610,134464,135444,+,NC_007793.1,Protein Homology,CDS,.,cds-WP_000570808.1,gene-SAUSA300_RS00610,GenBank:WP_000570808.1,WP_000570808.1,NA,CDS,sbnA,NA,NA,COORDINATES: similar to AA sequence:RefSeq:WP_000570808.1,2%2C3-diaminopropionate biosynthesis protein SbnA,WP_000570808.1,11,NA,NA,NA,NA,NA,NA,NA
SAUSA300_RS00615,135441,136451,+,NC_007793.1,Protein Homology,CDS,.,cds-WP_001078456.1,gene-SAUSA300_RS00615,GenBank:WP_001078456.1,WP_001078456.1,NA,CDS,sbnB,NA,NA,COORDINATES: similar to AA sequence:RefSeq:YP_498676.1,N-[(2S)-2-amino-2-carboxyethyl]-L-glutamate dehydrogenase SbnB,WP_001078456.1,11,NA,NA,NA,NA,NA,NA,NA
SAUSA300_RS00620,136472,138226,+,NC_007793.1,Protein Homology,CDS,.,cds-WP_001179384.1,gene-SAUSA300_RS00620,GenBank:WP_001179384.1,WP_001179384.1,NA,CDS,sbnC,NA,NA,COORDINATES: similar to AA sequence:RefSeq:YP_498677.1,staphyloferrin B biosynthesis protein SbnC,WP_001179384.1,11,NA,NA,NA,NA,NA,NA,NA
SAUSA300_RS00625,138219,139475,+,NC_007793.1,Protein Homology,CDS,.,cds-WP_000610051.1,gene-SAUSA300_RS00625,GenBank:WP_000610051.1,WP_000610051.1,NA,CDS,sbnD,NA,NA,COORDINATES: similar to AA sequence:RefSeq:YP_498678.1,staphyloferrin B export MFS transporter,WP_000610051.1,11,NA,NA,NA,NA,NA,NA,NA
SAUSA300_RS00630,139465,141201,+,NC_007793.1,Protein Homology,CDS,.,cds-WP_001179888.1,gene-SAUSA300_RS00630,GenBank:WP_001179888.1,WP_001179888.1,NA,CDS,sbnE,NA,NA,COORDINATES: similar to AA sequence:RefSeq:YP_498679.1,L-2%2C3-diaminopropanoate--citrate ligase SbnE,WP_001179888.1,11,NA,NA,NA,NA,NA,NA,NA
SAUSA300_RS00635,141110,142960,+,NC_007793.1,Protein Homology,CDS,.,cds-WP_001795559.1,gene-SAUSA300_RS00635,GenBank:WP_001795559.1,WP_001795559.1,NA,CDS,sbnF,NA,NA,COORDINATES: similar to AA sequence:RefSeq:YP_498680.1,3-(L-alanin-3-ylcarbamoyl)-2-[(2-aminoethylcarbamoyl)methyl]-2-hydroxypropanoate synthase SbnF,WP_001795559.1,11,NA,NA,NA,NA,NA,NA,NA
SAUSA300_RS00640,142935,143711,+,NC_007793.1,Protein Homology,CDS,.,cds-WP_001186806.1,gene-SAUSA300_RS00640,GenBank:WP_001186806.1,WP_001186806.1,NA,CDS,sbnG,NA,NA,COORDINATES: similar to AA sequence:RefSeq:YP_498681.1,staphyloferrin B biosynthesis citrate synthase SbnG,WP_001186806.1,11,NA,NA,NA,NA,NA,NA,NA
SAUSA300_RS00645,143711,144913,+,NC_007793.1,Protein Homology,CDS,.,cds-WP_001223700.1,gene-SAUSA300_RS00645,GenBank:WP_001223700.1,WP_001223700.1,NA,CDS,sbnH,NA,NA,COORDINATES: similar to AA sequence:RefSeq:YP_498682.1,staphyloferrin B biosynthesis decarboxylase SbnH,WP_001223700.1,11,NA,NA,NA,NA,NA,NA,NA
SAUSA300_RS00650,144917,145681,+,NC_007793.1,Protein Homology,CDS,.,cds-WP_001015549.1,gene-SAUSA300_RS00650,GenBank:WP_001015549.1,WP_001015549.1,NA,CDS,sbnI,NA,NA,COORDINATES: similar to AA sequence:RefSeq:YP_498683.1,bifunctional transcriptional regulator/O-phospho-L-serine synthase SbnI,WP_001015549.1,11,NA,NA,NA,NA,NA,NA,NA
SAUSA300_RS00660,145877,146284,+,NC_007793.1,Protein Homology,CDS,.,cds-WP_000094899.1,gene-SAUSA300_RS00660,GenBank:WP_000094899.1,WP_000094899.1,NA,CDS,NA,NA,NA,COORDINATES: similar to AA sequence:RefSeq:YP_498685.1,hypothetical protein,WP_000094899.1,11,NA,NA,NA,NA,NA,NA,NA
SAUSA300_RS00665,146334,146960,+,NC_007793.1,Protein Homology,CDS,.,cds-WP_000414628.1,gene-SAUSA300_RS00665,GenBank:WP_000414628.1,WP_000414628.1,NA,CDS,NA,NA,NA,COORDINATES: similar to AA sequence:RefSeq:YP_498686.1,MFS transporter,WP_000414628.1,11,NA,NA,NA,NA,NA,NA,NA
SAUSA300_RS00670,147172,147948,+,NC_007793.1,Protein Homology,CDS,.,cds-WP_000183771.1,gene-SAUSA300_RS00670,GenBank:WP_000183771.1,WP_000183771.1,GO:0045150!!!GO:0019152,CDS,NA,acetoin dehydrogenase (NAD+) activity|0019152||IEA,acetoin catabolic process|0045150||IEA,COORDINATES: similar to AA sequence:RefSeq:YP_498687.1,(S)-acetoin forming diacetyl reductase,WP_000183771.1,11,NA,NA,NA,NA,NA,NA,NA
SAUSA300_RS00675,148092,148214,+,NC_007793.1,Protein Homology,CDS,.,cds-WP_001789407.1,gene-SAUSA300_RS00675,GenBank:WP_001789407.1,WP_001789407.1,NA,CDS,NA,NA,NA,COORDINATES: similar to AA sequence:RefSeq:YP_498688.1,hypothetical protein,WP_001789407.1,11,NA,NA,NA,NA,NA,NA,NA
SAUSA300_RS00680,148284,149264,+,NC_007793.1,Protein Homology,CDS,.,cds-WP_001789408.1,gene-SAUSA300_RS00680,GenBank:WP_001789408.1,WP_001789408.1,GO:0003824,CDS,NA,catalytic activity|0003824||IEA,NA,COORDINATES: similar to AA sequence:RefSeq:YP_498689.1,NAD-dependent epimerase/dehydratase family protein,WP_001789408.1,11,NA,NA,NA,NA,NA,NA,NA
SAUSA300_RS00685,149227,149919,+,NC_007793.1,Protein Homology,CDS,.,cds-WP_000736084.1,gene-SAUSA300_RS00685,GenBank:WP_000736084.1,WP_000736084.1,GO:0000271!!!GO:0016780!!!GO:0005886,CDS,NA,phosphotransferase activity%2C for other substituted phosphate groups|0016780||IEA,polysaccharide biosynthetic process|0000271||IEA,COORDINATES: similar to AA sequence:RefSeq:YP_498690.1,sugar transferase,WP_000736084.1,11,plasma membrane|0005886||IEA,NA,NA,NA,NA,NA,NA
SAUSA300_RS00690,150129,151295,+,NC_007793.1,Protein Homology,CDS,.,cds-WP_000692515.1,gene-SAUSA300_RS00690,GenBank:WP_000692515.1,WP_000692515.1,GO:0006486!!!GO:0016757,CDS,NA,glycosyltransferase activity|0016757||IEA,protein glycosylation|0006486||IEA,COORDINATES: similar to AA sequence:RefSeq:YP_498691.1,glycosyltransferase family 4 protein,WP_000692515.1,11,NA,NA,NA,NA,NA,NA,NA
SAUSA300_RS00695,151276,152514,+,NC_007793.1,Protein Homology,CDS,.,cds-WP_000431234.1,gene-SAUSA300_RS00695,GenBank:WP_000431234.1,WP_000431234.1,GO:0009103!!!GO:0008754!!!GO:0008755!!!GO:0005886,CDS,NA,O antigen ligase activity|0008754||IEA!!!O antigen polymerase activity|0008755||IEA,lipopolysaccharide biosynthetic process|0009103||IEA,COORDINATES: similar to AA sequence:RefSeq:YP_498692.1,O-antigen ligase family protein,WP_000431234.1,11,plasma membrane|0005886||IEA,NA,NA,NA,NA,NA,NA
